,Year,Month,HHS region,RSV Detections,RSV Tests,% positive tests
2679,2016,1,10,15,120,12.5
2680,2016,1,10,27,177,15.254237288135593
2681,2016,1,10,18,134,13.432835820895523
2682,2016,1,10,16,144,11.11111111111111
2683,2016,1,10,22,117,18.803418803418804
2684,2016,2,10,23,132,17.424242424242426
2685,2016,2,10,15,149,10.06711409395973
2686,2016,2,10,34,158,21.518987341772153
2687,2016,2,10,15,137,10.94890510948905
2688,2016,3,10,20,123,16.260162601626018
2689,2016,3,10,28,171,16.374269005847953
2690,2016,3,10,15,153,9.803921568627452
2691,2016,3,10,15,124,12.096774193548388
2692,2016,4,10,12,137,8.75912408759124
2693,2016,4,10,11,132,8.333333333333334
2694,2016,4,10,9,95,9.473684210526315
2695,2016,4,10,2,101,1.9801980198019802
2696,2016,4,10,2,73,2.73972602739726
2697,2016,5,10,0,69,0.0
2698,2016,5,10,1,75,1.3333333333333333
2699,2016,5,10,0,82,0.0
2700,2016,5,10,1,62,1.6129032258064515
2701,2016,6,10,0,64,0.0
2702,2016,6,10,1,65,1.5384615384615385
2703,2016,6,10,1,63,1.5873015873015872
2704,2016,6,10,0,48,0.0
2705,2016,7,10,0,47,0.0
3182,2016,7,10,1,57,1.7543859649122806
3183,2016,7,10,0,48,0.0
3184,2016,7,10,0,51,0.0
3185,2016,7,10,0,68,0.0
3186,2016,8,10,0,55,0.0
3187,2016,8,10,2,53,3.7735849056603774
3188,2016,8,10,0,54,0.0
3189,2016,8,10,0,53,0.0
3190,2016,9,10,0,35,0.0
3191,2016,9,10,0,48,0.0
3192,2016,9,10,0,66,0.0
3193,2016,9,10,0,59,0.0
3194,2016,10,10,1,74,1.3513513513513513
3195,2016,10,10,1,75,1.3333333333333333
3196,2016,10,10,1,87,1.1494252873563218
3197,2016,10,10,0,69,0.0
3198,2016,10,10,1,62,1.6129032258064515
3199,2016,11,10,0,75,0.0
3200,2016,11,10,6,104,5.769230769230769
3201,2016,11,10,5,119,4.201680672268908
3202,2016,11,10,5,92,5.434782608695652
3203,2016,12,10,14,96,14.583333333333334
3204,2016,12,10,11,136,8.088235294117647
3205,2016,12,10,17,115,14.782608695652174
3206,2016,12,10,14,136,10.294117647058824
3207,2016,12,10,30,180,16.666666666666668
3208,2017,1,10,30,174,17.24137931034483
3209,2017,1,10,28,145,19.310344827586206
3210,2017,1,10,21,190,11.052631578947368
3211,2017,1,10,24,171,14.035087719298245
3212,2017,2,10,28,158,17.72151898734177
3213,2017,2,10,33,148,22.2972972972973
3214,2017,2,10,21,152,13.81578947368421
3215,2017,2,10,23,150,15.333333333333334
3216,2017,3,10,11,97,11.34020618556701
3217,2017,3,10,15,101,14.851485148514852
3218,2017,3,10,9,100,9.0
3219,2017,3,10,4,112,3.5714285714285716
3220,2017,4,10,3,78,3.8461538461538463
3221,2017,4,10,2,84,2.380952380952381
3222,2017,4,10,3,90,3.3333333333333335
3223,2017,4,10,0,96,0.0
3224,2017,4,10,4,86,4.651162790697675
3225,2017,5,10,1,60,1.6666666666666667
3226,2017,5,10,1,56,1.7857142857142858
3227,2017,5,10,2,61,3.278688524590164
3228,2017,5,10,0,58,0.0
3229,2017,6,10,0,43,0.0
3230,2017,6,10,0,58,0.0
3231,2017,6,10,0,64,0.0
3232,2017,6,10,0,54,0.0
3233,2017,7,10,0,48,0.0
3702,2017,7,10,0,34,0.0
3703,2017,7,10,0,29,0.0
3704,2017,7,10,0,33,0.0
3705,2017,7,10,0,39,0.0
3706,2017,8,10,0,33,0.0
3707,2017,8,10,0,27,0.0
3708,2017,8,10,0,37,0.0
3709,2017,8,10,0,38,0.0
3710,2017,9,10,0,31,0.0
3711,2017,9,10,0,26,0.0
3712,2017,9,10,1,36,2.7777777777777777
3713,2017,9,10,0,36,0.0
3714,2017,9,10,0,49,0.0
3715,2017,10,10,2,47,4.25531914893617
3716,2017,10,10,0,48,0.0
3717,2017,10,10,1,40,2.5
3718,2017,10,10,1,73,1.36986301369863
