,Year,Month,HHS region,RSV Detections,RSV Tests,% positive tests
2997,2016,1,7,17,68,25.0
2998,2016,1,7,25,81,30.864197530864196
2999,2016,1,7,9,93,9.67741935483871
3000,2016,1,7,18,100,18.0
3001,2016,1,7,19,93,20.43010752688172
3002,2016,2,7,25,92,27.17391304347826
3003,2016,2,7,38,121,31.40495867768595
3004,2016,2,7,50,152,32.89473684210526
3005,2016,2,7,55,156,35.256410256410255
3006,2016,3,7,41,178,23.03370786516854
3007,2016,3,7,52,194,26.804123711340207
3008,2016,3,7,38,244,15.573770491803279
3009,2016,3,7,35,158,22.151898734177216
3010,2016,4,7,20,120,16.666666666666668
3011,2016,4,7,16,92,17.391304347826086
3012,2016,4,7,8,74,10.81081081081081
3013,2016,4,7,16,95,16.842105263157894
3014,2016,4,7,7,62,11.290322580645162
3015,2016,5,7,4,54,7.407407407407407
3016,2016,5,7,3,44,6.818181818181818
3017,2016,5,7,0,40,0.0
3018,2016,5,7,2,40,5.0
3019,2016,6,7,1,32,3.125
3020,2016,6,7,0,16,0.0
3021,2016,6,7,0,26,0.0
3022,2016,6,7,0,19,0.0
3023,2016,7,7,0,18,0.0
3494,2016,7,7,1,21,4.761904761904762
3495,2016,7,7,1,18,5.555555555555555
3496,2016,7,7,1,19,5.2631578947368425
3497,2016,7,7,1,21,4.761904761904762
3498,2016,8,7,0,24,0.0
3499,2016,8,7,2,27,7.407407407407407
3500,2016,8,7,0,24,0.0
3501,2016,8,7,2,26,7.6923076923076925
3502,2016,9,7,1,21,4.761904761904762
3503,2016,9,7,0,17,0.0
3504,2016,9,7,1,34,2.9411764705882355
3505,2016,9,7,1,50,2.0
3506,2016,10,7,2,34,5.882352941176471
3507,2016,10,7,3,53,5.660377358490566
3508,2016,10,7,1,64,1.5625
3509,2016,10,7,3,60,5.0
3510,2016,10,7,5,78,6.410256410256411
3511,2016,11,7,4,73,5.47945205479452
3512,2016,11,7,9,92,9.782608695652174
3513,2016,11,7,10,74,13.513513513513514
3514,2016,11,7,14,109,12.844036697247706
3515,2016,12,7,9,85,10.588235294117647
3516,2016,12,7,16,102,15.686274509803921
3517,2016,12,7,18,109,16.513761467889907
3518,2016,12,7,25,122,20.491803278688526
3519,2016,12,7,47,168,27.976190476190474
3520,2017,1,7,50,166,30.120481927710845
3521,2017,1,7,41,166,24.698795180722893
3522,2017,1,7,62,177,35.02824858757062
3523,2017,1,7,60,235,25.53191489361702
3524,2017,2,7,78,246,31.70731707317073
3525,2017,2,7,105,338,31.06508875739645
