,Year,Month,HHS region,RSV Detections,RSV Tests,% positive tests
2626,2016,1,1,65,430,15.116279069767442
2627,2016,1,1,55,453,12.141280353200884
2628,2016,1,1,53,441,12.01814058956916
2629,2016,1,1,98,480,20.416666666666668
2630,2016,1,1,96,520,18.46153846153846
2631,2016,2,1,87,504,17.261904761904763
2632,2016,2,1,70,535,13.08411214953271
2633,2016,2,1,54,516,10.465116279069768
2634,2016,2,1,49,580,8.448275862068966
2635,2016,3,1,50,581,8.605851979345955
2636,2016,3,1,47,682,6.891495601173021
2637,2016,3,1,29,665,4.360902255639098
2638,2016,3,1,31,658,4.711246200607903
2639,2016,4,1,20,610,3.278688524590164
2640,2016,4,1,10,532,1.8796992481203008
2641,2016,4,1,3,490,0.6122448979591837
2642,2016,4,1,11,430,2.558139534883721
2643,2016,4,1,7,347,2.0172910662824206
2644,2016,5,1,8,304,2.6315789473684212
2645,2016,5,1,6,316,1.8987341772151898
2646,2016,5,1,1,312,0.32051282051282054
2647,2016,5,1,2,255,0.7843137254901961
2648,2016,6,1,0,221,0.0
2649,2016,6,1,1,203,0.49261083743842365
2650,2016,6,1,1,225,0.4444444444444444
2651,2016,6,1,0,201,0.0
2652,2016,7,1,0,202,0.0
3130,2016,7,1,0,205,0.0
3131,2016,7,1,0,176,0.0
3132,2016,7,1,0,16,0.0
3133,2016,7,1,0,26,0.0
3134,2016,8,1,0,127,0.0
3135,2016,8,1,0,117,0.0
3136,2016,8,1,0,134,0.0
3137,2016,8,1,1,159,0.6289308176100629
3138,2016,9,1,1,142,0.704225352112676
3139,2016,9,1,3,144,2.0833333333333335
3140,2016,9,1,1,185,0.5405405405405406
3141,2016,9,1,0,206,0.0
3142,2016,10,1,1,234,0.42735042735042733
3143,2016,10,1,5,251,1.9920318725099602
3144,2016,10,1,2,279,0.7168458781362007
3145,2016,10,1,1,313,0.3194888178913738
3146,2016,10,1,3,272,1.1029411764705883
3147,2016,11,1,4,278,1.4388489208633093
3148,2016,11,1,6,288,2.0833333333333335
3149,2016,11,1,11,307,3.583061889250814
3150,2016,11,1,13,306,4.248366013071895
3151,2016,12,1,30,396,7.575757575757576
3152,2016,12,1,25,378,6.613756613756614
3153,2016,12,1,33,371,8.89487870619946
3154,2016,12,1,49,439,11.161731207289295
3155,2016,12,1,62,543,11.41804788213628
3156,2017,1,1,64,612,10.457516339869281
3157,2017,1,1,49,540,9.074074074074074
3158,2017,1,1,60,568,10.56338028169014
3159,2017,1,1,77,695,11.079136690647482
3160,2017,2,1,49,675,7.2592592592592595
3161,2017,2,1,54,634,8.517350157728707
3162,2017,2,1,45,668,6.736526946107785
3163,2017,2,1,38,407,9.336609336609337
3164,2017,3,1,26,212,12.264150943396226
3165,2017,3,1,16,160,10.0
3166,2017,3,1,9,149,6.040268456375839
3167,2017,3,1,6,171,3.508771929824561
3168,2017,4,1,7,138,5.072463768115942
3169,2017,4,1,7,187,3.7433155080213902
3170,2017,4,1,4,112,3.5714285714285716
3171,2017,4,1,5,145,3.4482758620689653
3172,2017,4,1,3,106,2.830188679245283
3173,2017,5,1,1,87,1.1494252873563218
3174,2017,5,1,1,87,1.1494252873563218
3175,2017,5,1,1,61,1.639344262295082
3176,2017,5,1,0,49,0.0
3177,2017,6,1,2,58,3.4482758620689653
3178,2017,6,1,0,39,0.0
3179,2017,6,1,2,43,4.651162790697675
3180,2017,6,1,0,30,0.0
3181,2017,7,1,0,27,0.0
3650,2017,7,1,0,10,0.0
3651,2017,7,1,0,21,0.0
3652,2017,7,1,1,15,6.666666666666667
3653,2017,7,1,0,14,0.0
3654,2017,8,1,0,17,0.0
3655,2017,8,1,0,16,0.0
3656,2017,8,1,0,16,0.0
3657,2017,8,1,0,18,0.0
3658,2017,9,1,0,30,0.0
3659,2017,9,1,0,19,0.0
3660,2017,9,1,1,34,2.9411764705882355
3661,2017,9,1,0,33,0.0
3662,2017,9,1,0,25,0.0
3663,2017,10,1,2,46,4.3478260869565215
3664,2017,10,1,1,45,2.2222222222222223
3665,2017,10,1,0,39,0.0
3666,2017,10,1,4,47,8.51063829787234
3667,2017,11,1,1,55,1.8181818181818181
3668,2017,11,1,1,68,1.4705882352941178
3669,2017,11,1,4,69,5.797101449275362
3670,2017,11,1,7,60,11.666666666666666
3671,2017,12,1,5,88,5.681818181818182
3672,2017,12,1,17,101,16.831683168316832
3673,2017,12,1,21,122,17.21311475409836
3674,2017,12,1,15,94,15.957446808510639
3675,2017,12,1,18,120,15.0
3676,2018,1,1,19,120,15.833333333333334
3677,2018,1,1,14,118,11.864406779661017
3678,2018,1,1,20,165,12.121212121212121
3679,2018,1,1,25,209,11.961722488038278
3680,2018,2,1,27,243,11.11111111111111
3681,2018,2,1,14,215,6.511627906976744
3682,2018,2,1,26,270,9.62962962962963
3683,2018,2,1,26,230,11.304347826086957
3684,2018,3,1,13,155,8.387096774193548
3685,2018,3,1,14,137,10.218978102189782
3686,2018,3,1,5,97,5.154639175257732
3687,2018,3,1,2,98,2.0408163265306123
3688,2018,3,1,2,90,2.2222222222222223
3689,2018,4,1,4,79,5.063291139240507
3690,2018,4,1,5,93,5.376344086021505
3691,2018,4,1,7,84,8.333333333333334
3692,2018,4,1,1,54,1.8518518518518519
3693,2018,5,1,1,46,2.1739130434782608
3694,2018,5,1,0,43,0.0
3695,2018,5,1,0,31,0.0
3696,2018,5,1,0,30,0.0
3697,2018,6,1,0,23,0.0
3698,2018,6,1,0,13,0.0
3699,2018,6,1,0,24,0.0
3700,2018,6,1,0,23,0.0
3701,2018,6,1,0,13,0.0
4167,2018,7,1,0,24,0.0
4168,2018,7,1,0,14,0.0
4169,2018,7,1,1,15,6.666666666666667
4170,2018,7,1,2,16,12.5
4171,2018,8,1,0,10,0.0
4172,2018,8,1,0,16,0.0
4173,2018,8,1,0,9,0.0
4174,2018,8,1,3,19,15.789473684210526
4175,2018,9,1,1,22,4.545454545454546
4176,2018,9,1,0,22,0.0
4177,2018,9,1,0,57,0.0
4178,2018,9,1,1,68,1.4705882352941178
4179,2018,9,1,2,78,2.5641025641025643
4180,2018,10,1,2,94,2.127659574468085
4181,2018,10,1,5,114,4.385964912280702
4182,2018,10,1,2,122,1.639344262295082
4183,2018,10,1,6,120,5.0
4184,2018,11,1,2,126,1.5873015873015872
4185,2018,11,1,2,108,1.8518518518518519
4186,2018,11,1,9,149,6.040268456375839
4187,2018,11,1,18,147,12.244897959183673
4188,2018,12,1,16,143,11.188811188811188
4189,2018,12,1,26,133,19.548872180451127
4190,2018,12,1,32,181,17.679558011049725
4191,2018,12,1,36,242,14.87603305785124
4192,2018,12,1,53,274,19.343065693430656
4193,2019,1,1,40,268,14.925373134328359
4194,2019,1,1,36,270,13.333333333333334
4195,2019,1,1,35,259,13.513513513513514
4196,2019,1,1,21,255,8.235294117647058
4197,2019,2,1,23,290,7.931034482758621
4198,2019,2,1,19,297,6.397306397306397
4199,2019,2,1,25,331,7.552870090634441
4200,2019,2,1,17,313,5.431309904153355
4201,2019,3,1,13,257,5.058365758754864
4202,2019,3,1,6,214,2.803738317757009
4203,2019,3,1,7,246,2.845528455284553
4204,2019,3,1,7,254,2.7559055118110236
4205,2019,3,1,5,212,2.358490566037736
4206,2019,4,1,5,170,2.9411764705882355
4207,2019,4,1,1,98,1.0204081632653061
4208,2019,4,1,0,100,0.0
4209,2019,4,1,1,103,0.970873786407767
4210,2019,5,1,0,70,0.0
4211,2019,5,1,0,59,0.0
4212,2019,5,1,1,59,1.694915254237288
4213,2019,5,1,0,44,0.0
4214,2019,6,1,0,31,0.0
4215,2019,6,1,0,23,0.0
4216,2019,6,1,0,15,0.0
4217,2019,6,1,0,23,0.0
4218,2019,6,1,0,21,0.0
4635,2019,7,1,0,5,0.0
4636,2019,7,1,0,5,0.0
4637,2019,7,1,0,3,0.0
4638,2019,7,1,0,6,0.0
4639,2019,8,1,0,2,0.0
4640,2019,8,1,0,2,0.0
4641,2019,8,1,0,3,0.0
4642,2019,8,1,0,5,0.0
4643,2019,8,1,0,1,0.0
4644,2019,9,1,0,2,0.0
4645,2019,9,1,0,5,0.0
4646,2019,9,1,0,10,0.0
4647,2019,9,1,0,10,0.0
4648,2019,10,1,0,5,0.0
4649,2019,10,1,0,10,0.0
4650,2019,10,1,0,8,0.0
4651,2019,10,1,0,11,0.0
4652,2019,11,1,2,12,16.666666666666668
4653,2019,11,1,1,15,6.666666666666667
4654,2019,11,1,4,13,30.76923076923077
4655,2019,11,1,3,15,20.0
4656,2019,11,1,1,8,12.5
4657,2019,12,1,0,20,0.0
4658,2019,12,1,4,20,20.0
4659,2019,12,1,4,27,14.814814814814815
4660,2019,12,1,4,20,20.0
4661,2020,1,1,3,24,12.5
4662,2020,1,1,2,53,3.7735849056603774
4663,2020,1,1,3,86,3.488372093023256
4664,2020,1,1,4,79,5.063291139240507
4665,2020,2,1,3,89,3.3707865168539324
4666,2020,2,1,4,95,4.2105263157894735
4667,2020,2,1,7,111,6.306306306306307
4668,2020,2,1,2,56,3.5714285714285716
4669,2020,2,1,0,35,0.0
4670,2020,3,1,2,30,6.666666666666667
4671,2020,3,1,1,13,7.6923076923076925
4672,2020,3,1,0,0,
4673,2020,3,1,0,0,
4674,2020,4,1,0,0,
4675,2020,4,1,0,0,
4676,2020,4,1,0,0,
4677,2020,4,1,0,0,
4678,2020,5,1,0,0,
4679,2020,5,1,0,0,
4680,2020,5,1,0,0,
4681,2020,5,1,0,0,
4682,2020,5,1,0,0,
4683,2020,6,1,0,0,
4684,2020,6,1,0,0,
4685,2020,6,1,0,0,
4686,2020,6,1,0,0,
7729,2016,1,1,28,349,8.022922636103152
7730,2016,1,1,55,405,13.580246913580247
7731,2016,1,1,48,386,12.435233160621761
7732,2016,1,1,77,405,19.012345679012345
7733,2016,1,1,76,448,16.964285714285715
7734,2016,2,1,104,450,23.11111111111111
7735,2016,2,1,83,461,18.004338394793926
7736,2016,2,1,57,396,14.393939393939394
